event_name,athlete_name,club_name,rank_position,result_time_text,result_time_ms,status,source_id
men 45-49 100 LC Meter backstroke,"Camargo, Pablo Sergio",Aquaclub Maipu,3,"1:46,64",106640,valid,1
men 50-54 100 LC Meter backstroke,"Lucena, Larry",Nunoa Master,1,"1:29,76",89760,valid,1
men 50-54 100 LC Meter backstroke,"Sevil, Angel",Penñalolen Master,2,"1:33,31",93310,valid,1
men 50-54 100 LC Meter backstroke,"Catalan, Marcelo",Master Providencia,3,"1:35,66",95660,valid,1
men 50-54 100 LC Meter backstroke,"Medina, Carlos",Master Providencia,4,"2:53,59",173590,valid,1
men 55-59 100 LC Meter backstroke,"Smith, Carlos",Master Providencia,1,"1:46,63",106630,valid,1
men 55-59 100 LC Meter backstroke,"Figueroa, Miguel",Azul Natacion Mendoza,2,"2:04,14",124140,valid,1
men 55-59 100 LC Meter backstroke,"Montes, Eduardo",Master Providencia,3,"2:12,96",132960,valid,1
men 55-59 100 LC Meter backstroke,"Velazquez, Orlando",Aquaclub Maipu,4,"3:05,16",185160,valid,1
men 60-64 100 LC Meter backstroke,"Jimenez, Andres",Natacion Master Buin,1,"1:44,29",104290,valid,1
men 60-64 100 LC Meter backstroke,"Aguirre, Jose Ignacio",Penñalolen Master,2,"2:11,68",131680,valid,1
men 60-64 100 LC Meter backstroke,"Vargas, Jose Luis",Golden,3,"2:15,63",135630,valid,1
men 65-69 100 LC Meter backstroke,"Lucero, Carlos A",Area Club San Luis,1,"2:05,81",125810,valid,1
men 65-69 100 LC Meter backstroke,"Rasse, Patricio",Master Providencia,2,"2:11,46",131460,valid,1
men 65-69 100 LC Meter backstroke,"Vega, Patricio",Natacion Master Buin,3,"2:14,55",134550,valid,1
men 65-69 100 LC Meter backstroke,"Catalan, Sergio",Nunoa Master,4,"2:22,33",142330,valid,1
men 65-69 100 LC Meter backstroke,"Moreno, Luis",Nunoa Master,5,"2:31,67",151670,valid,1
men 70-74 100 LC Meter backstroke,"Donoso, Juan",Master San Bernardo,1,"1:57,35",117350,valid,1
men 75-79 100 LC Meter backstroke,"Guadalupe, Jaime",Master Providencia,1,"2:16,25",136250,valid,1
women 19 & Under 50 LC Meter breaststroke,"Chertcoff, Victoria",Agua Plena San Rafael,1,"48,12",48120,valid,1
women 20-24 50 LC Meter breaststroke,"Guinñazu, Selene",Aquaclub Maipu,1,"46,71",46710,valid,1
women 20-24 50 LC Meter breaststroke,"Rivas, Alondra",Pedro Aguirre Cerda,2,"1:14,40",74400,valid,1
women 25-29 50 LC Meter breaststroke,"Dave, Gisela",Aquaclub Maipu,1,"46,41",46410,valid,1
women 25-29 50 LC Meter breaststroke,"Araya, Sofia",100 por Ciento Swim,2,"47,26",47260,valid,1
women 25-29 50 LC Meter breaststroke,"Ubilla, Catalina",Penñalolen Master,3,"47,41",47410,valid,1
women 25-29 50 LC Meter breaststroke,"Rivera, Sofia",Calambre Swim Team,4,"48,84",48840,valid,1
women 25-29 50 LC Meter breaststroke,"Farias, Thiare",Pedro Aguirre Cerda,5,"53,29",53290,valid,1
women 25-29 50 LC Meter breaststroke,"Tapia, Maria Jesus",Natacion Master Recoleta,6,"55,47",55470,valid,1
women 25-29 50 LC Meter breaststroke,"Jimenez, Javiera",Calambre Swim Team,7,"1:01,61",61610,valid,1
women 25-29 50 LC Meter breaststroke,"Carter, Daniela",Penñalolen Master,8,"1:03,35",63350,valid,1
women 25-29 50 LC Meter breaststroke,"Aguilera, Ayelen",Azul Natacion Mendoza,9,"1:08,36",68360,valid,1
women 30-34 50 LC Meter breaststroke,"Zamora Tapia, Barbara",Master Vitacura Swim,1,"52,51",52510,valid,1
women 30-34 50 LC Meter breaststroke,"Sanchez, Johana",Aquaclub Maipu,2,"52,82",52820,valid,1
women 30-34 50 LC Meter breaststroke,"Largi, Stephanie",Orinoco Swim,3,"1:00,59",60590,valid,1
women 30-34 50 LC Meter breaststroke,"Herrera Rojas, Gema",Penñalolen Master,4,"1:01,39",61390,valid,1
women 35-39 50 LC Meter breaststroke,"Nahuelpan, Nicole",100 por Ciento Swim,1,"1:27,98",87980,valid,1
women 40-44 50 LC Meter breaststroke,"Mangiameli, Georgina",Nunoa Master,1,"47,06",47060,valid,1
women 40-44 50 LC Meter breaststroke,"Velasquez, Lenismar",Natacion Master Recoleta,2,"52,26",52260,valid,1
women 40-44 50 LC Meter breaststroke,"Aparicio, Adriana",Nunoa Master,3,"1:02,62",62620,valid,1
women 40-44 50 LC Meter breaststroke,"Gonzalez, Daniela",Nunoa Master,4,"1:04,85",64850,valid,1
women 45-49 50 LC Meter breaststroke,"Arriola, Silvia",Aquaclub Maipu,1,"40,61",40610,valid,1
women 45-49 50 LC Meter breaststroke,"Defosse, Carla",Master Providencia,2,"50,11",50110,valid,1
women 45-49 50 LC Meter breaststroke,"Pino, Carla",Nielol,3,"51,14",51140,valid,1
women 45-49 50 LC Meter breaststroke,"Cooper, Karen",Master Providencia,4,"53,82",53820,valid,1
women 45-49 50 LC Meter breaststroke,"Rodriguez, Erika",Penñalolen Master,5,"1:09,16",69160,valid,1
women 45-49 50 LC Meter breaststroke,"Gauna, Noe",Azul Natacion Mendoza,6,"1:12,93",72930,valid,1
women 50-54 50 LC Meter breaststroke,"Jara, Carolina",Natacion Master Buin,1,"55,27",55270,valid,1
women 50-54 50 LC Meter breaststroke,"Tapia, Julieta",Master Providencia,2,"57,11",57110,valid,1
women 50-54 50 LC Meter breaststroke,"Ojeda, Veroénica",Penñalolen Master,3,"1:16,02",76020,valid,1
women 55-59 50 LC Meter breaststroke,"Tapia, Marcela",Africa Natacion,1,"55,41",55410,valid,1
women 55-59 50 LC Meter breaststroke,"Dable, Marie Claire",Master Providencia,2,"57,81",57810,valid,1
women 55-59 50 LC Meter breaststroke,"Crocco, Gianina",Natacion Master Buin,3,"1:05,45",65450,valid,1
women 55-59 50 LC Meter breaststroke,"Ramíérez, Orieta",Penñalolen Master,4,"1:08,92",68920,valid,1
women 55-59 50 LC Meter breaststroke,"Aros, Paola",Master Providencia,5,"1:12,37",72370,valid,1
women 55-59 50 LC Meter breaststroke,"Amaro, Maria",Pedro Aguirre Cerda,6,"1:56,88",116880,valid,1
women 60-64 50 LC Meter breaststroke,"Loayza, Alejandra",Master Providencia,1,"54,93",54930,valid,1
women 60-64 50 LC Meter breaststroke,"Acencio, Claudia",Master Providencia,2,"1:01,13",61130,valid,1
women 60-64 50 LC Meter breaststroke,"Muüller, Bettina",Penñalolen Master,3,"1:05,63",65630,valid,1
women 60-64 50 LC Meter breaststroke,"Quinones, Ema",Club Deportivo UC,4,"1:20,94",80940,valid,1
women 60-64 50 LC Meter breaststroke,"Canñete, Soledad",Natacion Master Recoleta,5,"1:40,44",100440,valid,1
women 60-64 50 LC Meter breaststroke,"Acunña, Patricia",Master Providencia,6,"1:44,17",104170,valid,1
women 65-69 50 LC Meter breaststroke,"Fuentes, Paulina",Club Koyaique,1,"49,56",49560,valid,1
women 65-69 50 LC Meter breaststroke,"Pinto Galleguillos, Rosario Soledad",Penñalolen Master,2,"1:13,98",73980,valid,1
women 65-69 50 LC Meter breaststroke,"Ayala, Elena",Master Providencia,3,"1:30,57",90570,valid,1
women 65-69 50 LC Meter breaststroke,"Alarcon, Silvia",Natacion Master Recoleta,4,"1:34,30",94300,valid,1
women 70-74 50 LC Meter breaststroke,"Toro, Soledad",Master Providencia,1,"1:25,47",85470,valid,1
women 70-74 50 LC Meter breaststroke,"Robles, Graciela",Nunoa Master,2,"2:13,50",133500,valid,1
women 75-79 50 LC Meter breaststroke,"Nunñez, Elizabeth",Master Providencia,1,"1:27,88",87880,valid,1
men 20-24 50 LC Meter breaststroke,"Flores, Jose Luis",Pedro Aguirre Cerda,1,"40,15",40150,valid,1
men 20-24 50 LC Meter breaststroke,"Zapata Esquivel, Tomas Benja",Aquaclub Maipu,2,"42,28",42280,valid,1
men 20-24 50 LC Meter breaststroke,"Caro, Martin",Pedro Aguirre Cerda,3,"43,78",43780,valid,1
men 20-24 50 LC Meter breaststroke,"Rivas, Leo",Azul Natacion Mendoza,4,"44,35",44350,valid,1
men 20-24 50 LC Meter breaststroke,"Trilla, Ignacio",Azul Natacion Mendoza,5,"46,01",46010,valid,1
men 20-24 50 LC Meter breaststroke,"Moron, Martin",Azul Natacion Mendoza,6,"49,29",49290,valid,1
men 20-24 50 LC Meter breaststroke,"Torres, Tomas",Golden,7,"50,84",50840,valid,1
men 25-29 50 LC Meter breaststroke,"Moreno, Julian",Aquaclub Maipu,1,"37,36",37360,valid,1
men 25-29 50 LC Meter breaststroke,"Rodriguez, Santi",Azul Natacion Mendoza,2,"38,91",38910,valid,1
men 25-29 50 LC Meter breaststroke,"Silva, Benjamin",Natacion Master Recoleta,3,"44,08",44080,valid,1
men 25-29 50 LC Meter breaststroke,"Ros, Matias",Aquaclub Maipu,4,"45,10",45100,valid,1
men 25-29 50 LC Meter breaststroke,"Valenzuela, Osvaldo",Natacion Master Recoleta,5,"45,24",45240,valid,1
men 25-29 50 LC Meter breaststroke,"Meneses, Felipe",Pedro Aguirre Cerda,6,"45,52",45520,valid,1
men 25-29 50 LC Meter breaststroke,"Bolanños, Kleiber",Pedro Aguirre Cerda,7,"47,53",47530,valid,1
men 25-29 50 LC Meter breaststroke,"Aguilera, Gonzalo",Penñalolen Master,8,"49,87",49870,valid,1
men 25-29 50 LC Meter breaststroke,"Perez, Maximiliano",Agua Plena San Rafael,9,"50,44",50440,valid,1
men 25-29 50 LC Meter breaststroke,"Saavedra, Lucas",Penñalolen Master,10,"51,28",51280,valid,1
men 25-29 50 LC Meter breaststroke,"Yanñez, Sebastian",Natacion Master Recoleta,11,"51,47",51470,valid,1
men 25-29 50 LC Meter breaststroke,"Monsalve, Nicolas",Natacion Master Recoleta,12,"54,26",54260,valid,1
men 30-34 50 LC Meter breaststroke,"Cantoro, Sergio",Aquaclub Maipu,1,"37,90",37900,valid,1
men 30-34 50 LC Meter breaststroke,"Castellano, Ricardo",Nunoa Master,2,"39,28",39280,valid,1
men 30-34 50 LC Meter breaststroke,"Becerra, Martin",Pedro Aguirre Cerda,3,"41,80",41800,valid,1
men 30-34 50 LC Meter breaststroke,"Miranda, Milanch",Calambre Swim Team,4,"42,61",42610,valid,1
men 30-34 50 LC Meter breaststroke,"Orrego, Ariel",Calambre Swim Team,5,"48,49",48490,valid,1
men 30-34 50 LC Meter breaststroke,"Barrera, Barrera",Azul Natacion Mendoza,6,"54,04",54040,valid,1
men 30-34 50 LC Meter breaststroke,"Ruiz, Javier",Agua Plena San Rafael,,DQ,,dsq,1
men 35-39 50 LC Meter breaststroke,"Him, Carlos",Orinoco Swim,1,"37,82",37820,valid,1
men 35-39 50 LC Meter breaststroke,"Carrera, Angel",Nunoa Master,2,"40,33",40330,valid,1
men 35-39 50 LC Meter breaststroke,"Barreto, Yuhneyber",Pedro Aguirre Cerda,3,"43,53",43530,valid,1
men 35-39 50 LC Meter breaststroke,"Rivera, Luis",Natacion Master Recoleta,4,"43,70",43700,valid,1
men 35-39 50 LC Meter breaststroke,"Guajardo, Juan Pablo",Penñalolen Master,5,"44,77",44770,valid,1
men 35-39 50 LC Meter breaststroke,"Sanchez, Marco",Master Providencia,6,"48,69",48690,valid,1
men 35-39 50 LC Meter breaststroke,"Gonzalez, Matias",Aquaclub Maipu,7,"55,36",55360,valid,1
men 35-39 50 LC Meter breaststroke,"Le Cerf, Patricio",Orinoco Swim,8,"1:00,70",60700,valid,1
men 40-44 50 LC Meter breaststroke,"Gomez, Carlos",Nunoa Master,1,"37,66",37660,valid,1
men 40-44 50 LC Meter breaststroke,"Gonzalez, German",Master Providencia,2,"38,79",38790,valid,1
men 40-44 50 LC Meter breaststroke,"Osses, Daniel",Nunoa Master,3,"40,92",40920,valid,1
men 40-44 50 LC Meter breaststroke,"Arce, Javier",Calambre Swim Team,4,"42,44",42440,valid,1
men 40-44 50 LC Meter breaststroke,"Torres, Renzo",Natacion Master Recoleta,5,"42,78",42780,valid,1
men 40-44 50 LC Meter breaststroke,"Vergara, Bruno",Nunoa Master,6,"43,74",43740,valid,1
men 40-44 50 LC Meter breaststroke,"Diaz, Andres",Master Providencia,7,"1:01,28",61280,valid,1
men 45-49 50 LC Meter breaststroke,"Valenzuela, Patricio A",Iron Swim Master,1,"36,53",36530,valid,1
men 45-49 50 LC Meter breaststroke,"Winter, Juan Enrique",Club Deportivo UC,2,"40,97",40970,valid,1
men 45-49 50 LC Meter breaststroke,"Cerrada, Yorggyn",Natacion Master Recoleta,3,"42,12",42120,valid,1
men 45-49 50 LC Meter breaststroke,"Rojas, Freddy",100 por Ciento Swim,4,"43,95",43950,valid,1
men 45-49 50 LC Meter breaststroke,"Parada, Oscar",Nunoa Master,5,"45,52",45520,valid,1
men 45-49 50 LC Meter breaststroke,"Paredes, David",Penñalolen Master,6,"46,21",46210,valid,1
men 45-49 50 LC Meter breaststroke,"Cabello, Daniel",Natacion Master Recoleta,7,"47,70",47700,valid,1
men 45-49 50 LC Meter breaststroke,"Vidal, Rodrigo",Penñalolen Master,8,"51,22",51220,valid,1
men 45-49 50 LC Meter breaststroke,"Maureira, Luis",Pedro Aguirre Cerda,9,"54,82",54820,valid,1
men 45-49 50 LC Meter breaststroke,"Soria, Gabriel",Master Providencia,10,"1:06,22",66220,valid,1
men 50-54 50 LC Meter breaststroke,"Reis, Nelson",Penñalolen Master,1,"34,96",34960,valid,1
men 50-54 50 LC Meter breaststroke,"Lucena, Larry",Nunoa Master,2,"43,94",43940,valid,1
men 50-54 50 LC Meter breaststroke,"Siqueira, Pablo",Penñalolen Master,3,"53,68",53680,valid,1
men 50-54 50 LC Meter breaststroke,"Romo, Fabri",Azul Natacion Mendoza,4,"54,62",54620,valid,1
men 55-59 50 LC Meter breaststroke,"Biason, Marcelo",Golden,1,"40,39",40390,valid,1
men 55-59 50 LC Meter breaststroke,"Silva, Raul",Penñalolen Master,2,"44,02",44020,valid,1
men 55-59 50 LC Meter breaststroke,"Smith, Carlos",Master Providencia,3,"44,39",44390,valid,1
men 55-59 50 LC Meter breaststroke,"Ubilla, Juan Carlos",Penñalolen Master,4,"48,60",48600,valid,1
men 55-59 50 LC Meter breaststroke,"Panetti, Mario",Golden,5,"51,73",51730,valid,1
men 55-59 50 LC Meter breaststroke,"Gonzaélez, Rodrigo",Penñalolen Master,6,"56,97",56970,valid,1
men 60-64 50 LC Meter breaststroke,"Fuenzalida, Roberto",Penñalolen Master,1,"46,70",46700,valid,1
men 60-64 50 LC Meter breaststroke,"Reyes Arenas, Eugenio",Penñalolen Master,2,"53,69",53690,valid,1
men 60-64 50 LC Meter breaststroke,"Vargas, Jose Luis",Golden,3,"1:10,65",70650,valid,1
men 65-69 50 LC Meter breaststroke,"Cantoé, Claudio",Penñalolen Master,1,"45,54",45540,valid,1
men 65-69 50 LC Meter breaststroke,"Cabello Tilleria, Jorge",Penñalolen Master,2,"47,43",47430,valid,1
men 65-69 50 LC Meter breaststroke,"Cabello, Andres T",Iron Swim Master,3,"53,41",53410,valid,1
men 65-69 50 LC Meter breaststroke,"Catalan, Sergio",Nunoa Master,4,"59,77",59770,valid,1
men 65-69 50 LC Meter breaststroke,"Rasse, Patricio",Master Providencia,5,"1:02,03",62030,valid,1
men 65-69 50 LC Meter breaststroke,"Toledo, Fredi",Natacion Master Recoleta,6,"1:02,21",62210,valid,1
men 65-69 50 LC Meter breaststroke,"Vega, Patricio",Natacion Master Buin,7,"1:05,62",65620,valid,1
men 65-69 50 LC Meter breaststroke,"Moreno, Luis",Nunoa Master,8,"1:19,21",79210,valid,1
men 70-74 50 LC Meter breaststroke,"Guerrero, Roberto",Master San Bernardo,1,"1:08,12",68120,valid,1
men 70-74 50 LC Meter breaststroke,"Alvarez, Ricardo",Nunoa Master,2,"1:30,43",90430,valid,1
men 75-79 50 LC Meter breaststroke,"Guerra B, Manfredo",Calambre Swim Team,1,"44,46",44460,valid,1
men 75-79 50 LC Meter breaststroke,"Guadalupe, Jaime",Master Providencia,2,"1:04,19",64190,valid,1
men 75-79 50 LC Meter breaststroke,"Huerta, Oscar",Penñalolen Master,,DQ,,dsq,1
men 80-84 50 LC Meter breaststroke,"Ferrando, Nestor",Nunoa Master,1,"1:21,88",81880,valid,1
women 19 & Under 100 LC Meter freestyle,"Chertcoff, Victoria",Agua Plena San Rafael,1,"1:16,21",76210,valid,1
women 20-24 100 LC Meter freestyle,"Avila, Sofia",Orinoco Swim,1,"1:24,41",84410,valid,1
women 20-24 100 LC Meter freestyle,"Guinñazu, Selene",Aquaclub Maipu,2,"1:28,01",88010,valid,1
women 20-24 100 LC Meter freestyle,"Rivas, Alondra",Pedro Aguirre Cerda,3,"1:43,19",103190,valid,1
women 25-29 100 LC Meter freestyle,"Mellado, Ana Laura",Aquaclub Maipu,1,"1:13,25",73250,valid,1
women 25-29 100 LC Meter freestyle,"Nunñez, Manuela",Master Providencia,2,"1:19,73",79730,valid,1
women 25-29 100 LC Meter freestyle,"Rivera, Sofia",Calambre Swim Team,3,"1:21,60",81600,valid,1
women 25-29 100 LC Meter freestyle,"Farias, Thiare",Pedro Aguirre Cerda,4,"1:36,62",96620,valid,1
women 25-29 100 LC Meter freestyle,"Tapia, Maria Jesus",Natacion Master Recoleta,5,"1:38,93",98930,valid,1
women 25-29 100 LC Meter freestyle,"Aguilera, Ayelen",Azul Natacion Mendoza,6,"1:50,85",110850,valid,1
women 25-29 100 LC Meter freestyle,"Jimenez, Javiera",Calambre Swim Team,7,"1:51,06",111060,valid,1
women 30-34 100 LC Meter freestyle,"Lopez, Diane",Pedro Aguirre Cerda,1,"1:25,07",85070,valid,1
women 30-34 100 LC Meter freestyle,"Sanchez, Johana",Aquaclub Maipu,2,"1:32,15",92150,valid,1
women 30-34 100 LC Meter freestyle,"Largi, Stephanie",Orinoco Swim,3,"1:45,38",105380,valid,1
women 35-39 100 LC Meter freestyle,"Vacher, Francisca",Golden,1,"1:15,52",75520,valid,1
women 35-39 100 LC Meter freestyle,"Godoy, Ana",Nunoa Master,2,"1:16,19",76190,valid,1
women 35-39 100 LC Meter freestyle,"Nahuelpan, Nicole",100 por Ciento Swim,3,"1:50,71",110710,valid,1
women 40-44 100 LC Meter freestyle,"Penña, Daniela",Orinoco Swim,1,"1:19,98",79980,valid,1
women 40-44 100 LC Meter freestyle,"Rodriguez, Diana",Nunoa Master,2,"1:21,39",81390,valid,1
women 40-44 100 LC Meter freestyle,"Mangiameli, Georgina",Nunoa Master,3,"1:30,41",90410,valid,1
women 40-44 100 LC Meter freestyle,"Aparicio, Adriana",Nunoa Master,4,"1:39,13",99130,valid,1
women 45-49 100 LC Meter freestyle,"Guadalupe, Paula",Master Providencia,1,"1:17,40",77400,valid,1
women 45-49 100 LC Meter freestyle,"Pino, Carla",Nielol,2,"1:21,03",81030,valid,1
women 45-49 100 LC Meter freestyle,"Defosse, Carla",Master Providencia,3,"1:25,46",85460,valid,1
women 45-49 100 LC Meter freestyle,"Vasquez, Carola",Natacion Master Recoleta,4,"1:32,02",92020,valid,1
women 45-49 100 LC Meter freestyle,"Aguilar, Glaisa",Nunoa Master,5,"1:32,07",92070,valid,1
women 45-49 100 LC Meter freestyle,"Rodriguez, Erika",Penñalolen Master,6,"1:46,95",106950,valid,1
women 45-49 100 LC Meter freestyle,"Gauna, Noe",Azul Natacion Mendoza,7,"2:09,64",129640,valid,1
women 50-54 100 LC Meter freestyle,"Jara, Carolina",Natacion Master Buin,1,"1:37,04",97040,valid,1
women 50-54 100 LC Meter freestyle,"Gonzalez, Elena",Nunoa Master,2,"1:47,32",107320,valid,1
women 50-54 100 LC Meter freestyle,"Ojeda, Veroénica",Penñalolen Master,3,"1:49,65",109650,valid,1
women 50-54 100 LC Meter freestyle,"Vera, Claudia",Natacion Master Recoleta,4,"1:57,96",117960,valid,1
women 50-54 100 LC Meter freestyle,"Cabeza, Marisel",Nunoa Master,5,"2:07,61",127610,valid,1
women 55-59 100 LC Meter freestyle,"Crocco, Gianina",Natacion Master Buin,1,"1:37,71",97710,valid,1
women 55-59 100 LC Meter freestyle,"Dable, Marie Claire",Master Providencia,2,"1:39,98",99980,valid,1
women 55-59 100 LC Meter freestyle,"Ramíérez, Orieta",Penñalolen Master,3,"1:51,66",111660,valid,1
women 55-59 100 LC Meter freestyle,"Perez, Paulina",Natacion Master Recoleta,4,"1:58,05",118050,valid,1
women 55-59 100 LC Meter freestyle,"Aros, Paola",Master Providencia,5,"2:01,62",121620,valid,1
women 55-59 100 LC Meter freestyle,"Amaro, Maria",Pedro Aguirre Cerda,6,"2:11,21",131210,valid,1
women 60-64 100 LC Meter freestyle,"Case, Cynthia",Master Providencia,1,"1:24,20",84200,valid,1
women 60-64 100 LC Meter freestyle,"Acencio, Claudia",Master Providencia,2,"1:39,77",99770,valid,1
women 60-64 100 LC Meter freestyle,"Muüller, Bettina",Penñalolen Master,3,"1:50,06",110060,valid,1
women 60-64 100 LC Meter freestyle,"Reyes, Irene",Pedro Aguirre Cerda,4,"2:04,82",124820,valid,1
women 60-64 100 LC Meter freestyle,"Canñete, Soledad",Natacion Master Recoleta,5,"2:09,85",129850,valid,1
women 60-64 100 LC Meter freestyle,"Acunña, Patricia",Master Providencia,6,"2:22,68",142680,valid,1
women 60-64 100 LC Meter freestyle,"Moncada, Marisol",Natacion Master Recoleta,7,"2:44,66",164660,valid,1
women 65-69 100 LC Meter freestyle,"Pinto Galleguillos, Rosario Soledad",Penñalolen Master,1,"1:41,66",101660,valid,1
women 65-69 100 LC Meter freestyle,"Alarcon, Silvia",Natacion Master Recoleta,2,"2:07,88",127880,valid,1
women 65-69 100 LC Meter freestyle,"Concha, Elizabeth",Nunoa Master,3,"2:11,91",131910,valid,1
women 65-69 100 LC Meter freestyle,"Ayala, Elena",Master Providencia,4,"3:13,04",193040,valid,1
women 70-74 100 LC Meter freestyle,"Munñoz, Maria",Nunoa Master,1,"2:21,31",141310,valid,1
women 70-74 100 LC Meter freestyle,"Toro, Soledad",Master Providencia,2,"2:23,65",143650,valid,1
women 70-74 100 LC Meter freestyle,"Robles, Graciela",Nunoa Master,3,"2:58,97",178970,valid,1
women 75-79 100 LC Meter freestyle,"Nunñez, Elizabeth",Master Providencia,1,"2:10,81",130810,valid,1
women 85-89 100 LC Meter freestyle,"Escudero, Oriele",Nunoa Master,1,"2:45,51",165510,valid,1
men 19 & Under 100 LC Meter freestyle,"Reis Aguayo, Nelson",Penñalolen Master,1,"1:04,84",64840,valid,1
men 19 & Under 100 LC Meter freestyle,"Rodriguez, Joaquin",Agua Plena San Rafael,2,"1:35,89",95890,valid,1
men 20-24 100 LC Meter freestyle,"Gonzalez, Joaquin",Natacion Master Recoleta,1,"1:11,49",71490,valid,1
men 20-24 100 LC Meter freestyle,"Flores, Jose Luis",Pedro Aguirre Cerda,2,"1:12,18",72180,valid,1
men 20-24 100 LC Meter freestyle,"Zapata Esquivel, Tomas Benja",Aquaclub Maipu,3,"1:16,45",76450,valid,1
men 20-24 100 LC Meter freestyle,"Trilla, Ignacio",Azul Natacion Mendoza,4,"1:20,34",80340,valid,1
men 20-24 100 LC Meter freestyle,"Caro, Martin",Pedro Aguirre Cerda,5,"1:21,81",81810,valid,1
men 20-24 100 LC Meter freestyle,"Moron, Martin",Azul Natacion Mendoza,6,"1:25,00",85000,valid,1
men 25-29 100 LC Meter freestyle,"Bulnes, Martin",Golden,1,"1:04,70",64700,valid,1
men 25-29 100 LC Meter freestyle,"Gonzalez, Daniel",Nunoa Master,2,"1:06,26",66260,valid,1
men 25-29 100 LC Meter freestyle,"Caro, Cristobal",Pedro Aguirre Cerda,3,"1:07,14",67140,valid,1
men 25-29 100 LC Meter freestyle,"Fernandez Morales, Nelson",Club Deportivo UC,4,"1:12,34",72340,valid,1
men 25-29 100 LC Meter freestyle,"Meneses, Felipe",Pedro Aguirre Cerda,5,"1:13,86",73860,valid,1
men 25-29 100 LC Meter freestyle,"Bolanños, Kleiber",Pedro Aguirre Cerda,6,"1:14,91",74910,valid,1
men 25-29 100 LC Meter freestyle,"Rodriguez, Santi",Azul Natacion Mendoza,7,"1:14,92",74920,valid,1
men 25-29 100 LC Meter freestyle,"Aguilera, Gonzalo",Penñalolen Master,8,"1:18,07",78070,valid,1
men 25-29 100 LC Meter freestyle,"Saavedra, Lucas",Penñalolen Master,9,"1:18,88",78880,valid,1
men 25-29 100 LC Meter freestyle,"Avila, Franco",Penñalolen Master,10,"1:21,47",81470,valid,1
men 25-29 100 LC Meter freestyle,"Monsalve, Nicolas",Natacion Master Recoleta,11,"1:24,39",84390,valid,1
men 25-29 100 LC Meter freestyle,"Yanñez, Sebastian",Natacion Master Recoleta,12,"1:26,46",86460,valid,1
men 25-29 100 LC Meter freestyle,"Perez, Maximiliano",Agua Plena San Rafael,13,"1:26,64",86640,valid,1
men 25-29 100 LC Meter freestyle,"Walder, Raul",100 por Ciento Swim,14,"1:30,53",90530,valid,1
men 25-29 100 LC Meter freestyle,"Valenzuela, Osvaldo",Natacion Master Recoleta,15,"1:32,73",92730,valid,1
men 30-34 100 LC Meter freestyle,"Lagos, Rodrigo",Natacion Master Recoleta,1,"1:00,88",60880,valid,1
men 30-34 100 LC Meter freestyle,"Nava, Juan",Nunoa Master,2,"1:05,31",65310,valid,1
men 30-34 100 LC Meter freestyle,"Parra, Nicolas",Pedro Aguirre Cerda,3,"1:05,66",65660,valid,1
men 30-34 100 LC Meter freestyle,"Lucero, Mauricio",Ciudad de Mendoza,4,"1:07,31",67310,valid,1
men 30-34 100 LC Meter freestyle,"Becerra, Martin",Pedro Aguirre Cerda,5,"1:10,38",70380,valid,1
men 30-34 100 LC Meter freestyle,"Cantoro, Sergio",Aquaclub Maipu,6,"1:12,87",72870,valid,1
men 30-34 100 LC Meter freestyle,"Sayago, Alexis",Nunoa Master,7,"1:13,24",73240,valid,1
men 30-34 100 LC Meter freestyle,"Carrasco, Moises",Nunoa Master,8,"1:13,54",73540,valid,1
men 30-34 100 LC Meter freestyle,"Ventura, Maxi",Azul Natacion Mendoza,9,"1:16,78",76780,valid,1
men 30-34 100 LC Meter freestyle,"Pacheco Juri, Jose Tomas",Club Deportivo UC,10,"1:17,29",77290,valid,1
men 30-34 100 LC Meter freestyle,"Magnenat, Javier",Agua Plena San Rafael,11,"1:19,01",79010,valid,1
men 30-34 100 LC Meter freestyle,"Ruiz, Javier",Agua Plena San Rafael,12,"1:26,15",86150,valid,1
men 30-34 100 LC Meter freestyle,"Orrego, Ariel",Calambre Swim Team,13,"1:30,11",90110,valid,1
men 30-34 100 LC Meter freestyle,"Barrera, Barrera",Azul Natacion Mendoza,14,"1:37,48",97480,valid,1
men 30-34 100 LC Meter freestyle,"Maldonado, Nicolas",Agua Plena San Rafael,15,"1:44,91",104910,valid,1
men 35-39 100 LC Meter freestyle,"Rincon, Luis",Orinoco Swim,1,"59,18",59180,valid,1
men 35-39 100 LC Meter freestyle,"Carrera, Angel",Nunoa Master,2,"1:03,12",63120,valid,1
men 35-39 100 LC Meter freestyle,"Him, Carlos",Orinoco Swim,3,"1:03,59",63590,valid,1
men 35-39 100 LC Meter freestyle,"Celaya, Ariel",Aquaclub Maipu,4,"1:06,17",66170,valid,1
men 35-39 100 LC Meter freestyle,"Nava, Jose",Nunoa Master,5,"1:07,62",67620,valid,1
men 35-39 100 LC Meter freestyle,"Rivera, Luis",Natacion Master Recoleta,6,"1:15,05",75050,valid,1
men 35-39 100 LC Meter freestyle,"Aguilera, Juan Carlos",Master Providencia,7,"1:24,89",84890,valid,1
men 35-39 100 LC Meter freestyle,"Sanchez, Marco",Master Providencia,8,"1:26,04",86040,valid,1
men 35-39 100 LC Meter freestyle,"Barreto, Yuhneyber",Pedro Aguirre Cerda,9,"1:26,99",86990,valid,1
